72,73,73,73,73,73,73,73,73,73,73,73,73,73,74
80,10,11,0,0,0,0,0,0,0,0,0,0,0,82
80,18,19,0,0,0,0,0,0,0,0,0,0,0,82
80,0,0,10,11,0,0,0,0,0,0,0,0,0,82
80,0,0,18,19,0,0,0,0,0,0,0,0,0,82
80,0,0,0,0,10,11,0,0,0,0,0,0,0,82
80,0,0,0,0,18,19,0,0,0,0,0,0,0,82
80,0,0,0,0,0,0,10,11,0,0,0,0,0,82
80,0,0,0,0,0,0,18,19,0,0,0,0,0,82
80,0,0,0,0,0,0,0,0,10,11,0,0,0,82
80,0,0,0,0,0,0,0,0,18,19,0,0,0,82
80,0,0,0,0,0,0,0,0,0,0,10,11,0,82
80,0,0,0,0,0,0,0,0,0,0,18,19,0,82
80,0,0,0,0,0,0,0,0,0,0,0,0,0,82
88,89,89,89,89,89,89,89,89,89,89,89,89,89,90
